tot_nodes_demand,leak_percentage,number_of_nodes,number_of_junctions,number_of_reservoirs,number_of_tanks,number_of_nodes_with_leaks,number_of_nodes_with_sensors,time_spent_on_sim
0.0,0.0,83,82,1,0,0,0,336.0
