hour;linkID;link_type;start_node;end_node;flowrate;velocity;status
3:00:00;10173;Pipe;8668;8670;0.00442645;0.13649541;1
3:00:00;10175;Pipe;8670;8672;0.00410094;0.12645807;1
3:00:00;10177;Pipe;8672;8674;-0.01170128;0.36082457;1
3:00:00;10179;Pipe;8674;8676;-0.01494715;0.46091535;1
3:00:00;10181;Pipe;8676;8678;-0.01622159;0.50021429;1
3:00:00;10183;Pipe;8678;8680;-0.02356041;0.72651651;1
3:00:00;10185;Pipe;8680;8682;-0.02451441;0.75593453;1
3:00:00;10187;Pipe;8682;8684;-0.03423841;1.05578686;1
3:00:00;10189;Pipe;8684;8686;-0.03681155;1.13513326;1
3:00:00;10191;Pipe;8686;8640;-0.04061261;1.25234394;1
3:00:00;10193;Pipe;8642;8688;0.00494013;0.15233536;1
3:00:00;10195;Pipe;8642;8690;0.01617515;0.49878243;1
3:00:00;10197;Pipe;8690;8692;0.01391094;0.42896241;1
3:00:00;10199;Pipe;8692;8694;0.01131831;0.34901514;1
3:00:00;10201;Pipe;8694;8696;0.00829330;0.25573493;1
3:00:00;10203;Pipe;8696;8698;-0.00575044;0.17732258;1
3:00:00;10205;Pipe;8698;8700;-0.00847527;0.26134621;1
3:00:00;10207;Pipe;8700;8648;-0.01290751;0.39802032;1
3:00:00;10209;Pipe;8696;8702;0.00953059;0.29388850;1
3:00:00;10211;Pipe;8702;8704;0.00919347;0.28349296;1
3:00:00;10213;Pipe;8704;8706;0.00809023;0.24947314;1
3:00:00;10215;Pipe;8706;8708;0.00416281;0.12836580;1
3:00:00;10219;Pipe;8710;8712;0.00709382;0.21874748;1
3:00:00;10221;Pipe;8712;8714;0.00389854;0.12021681;1
3:00:00;10223;Pipe;8678;8716;0.00648522;0.19998044;1
3:00:00;10225;Pipe;8716;8718;0.00645448;0.19903262;1
3:00:00;10227;Pipe;8718;8720;0.00439473;0.13551746;1
3:00:00;10229;Pipe;8672;8722;0.01365373;0.42103082;1
3:00:00;10231;Pipe;8722;8724;0.00856218;0.26402617;1
3:00:00;10233;Pipe;8724;8726;0.00671234;0.20698388;1
3:00:00;10235;Pipe;8726;8728;0.00551011;0.16991145;1
3:00:00;10237;Pipe;8728;8730;0.00368116;0.11351357;1
3:00:00;10239;Pipe;8730;8732;0.00081986;0.02528151;1
3:00:00;10241;Pipe;8722;8734;0.00465364;0.14350107;1
3:00:00;10243;Pipe;8734;8792;0.00395818;0.12205567;1
3:00:00;10245;Pipe;8736;8726;0.00170152;0.05246855;1
3:00:00;10247;Pipe;8688;8738;0.00270752;0.33396045;1
3:00:00;10249;Pipe;8708;8740;0.00235190;0.29009552;1
3:00:00;10251;Pipe;8714;8742;0.00286025;0.35279795;1
3:00:00;10253;Pipe;8720;8744;0.00254577;0.31400873;1
3:00:00;10255;Pipe;8732;8746;0.00066128;0.08156604;1
3:00:00;10257;Pipe;8710;8682;-0.00859916;0.26516642;1
3:00:00;10305;Pipe;8792;8736;0.00192612;0.05939451;1
3:00:00;11059;Pipe;9402;4922;0.22470383;0.25139381;1
3:00:00;11067;Pipe;9410;8596;0.21310788;0.46730420;1
3:00:00;5359;Pipe;4922;9410;0.22187478;0.76020048;1
3:00:00;6210;Pipe;5656;4922;-0.00274652;0.00602258;1
3:00:00;P153;Pipe;J106;9402;0.22687009;0.25381737;1
3:00:00;P387;Pipe;J106;7384;-0.23638709;0.26446479;1
4:00:00;10101;Pipe;8596;8598;0.19670246;2.69581438;1
4:00:00;10103;Pipe;8598;8600;0.16316510;2.23618359;1
4:00:00;10105;Pipe;8600;8602;0.15957844;2.18702834;1
4:00:00;10107;Pipe;8598;8604;0.03216916;0.99197903;1
4:00:00;10109;Pipe;8604;8606;0.02987334;0.92118415;1
4:00:00;10111;Pipe;8606;8608;0.02239064;0.69044516;1
4:00:00;10113;Pipe;8608;8610;0.01717120;0.52949689;1
4:00:00;10115;Pipe;8610;8612;0.00750577;0.23145044;1
4:00:00;10117;Pipe;8612;8614;0.00259483;0.08001494;1
4:00:00;10119;Pipe;8602;8616;0.15920055;3.14186303;1
4:00:00;10121;Pipe;8616;8618;0.15530363;3.06495639;1
4:00:00;10123;Pipe;8618;8620;0.14651007;2.89141319;1
4:00:00;10125;Pipe;8620;8622;0.14092895;2.78126838;1
4:00:00;10127;Pipe;8622;8624;0.14082098;2.77913759;1
4:00:00;10129;Pipe;8624;8626;0.13860791;2.73546200;1
4:00:00;10131;Pipe;8626;8628;0.13701326;2.70399128;1
4:00:00;10133;Pipe;8628;8630;0.08296289;1.63729348;1
4:00:00;10135;Pipe;8630;8632;0.08066151;1.59187526;1
4:00:00;10137;Pipe;8632;8634;0.07731407;1.52581278;1
4:00:00;10139;Pipe;8634;8636;0.07279471;1.43662201;1
4:00:00;10141;Pipe;8636;8638;0.07227211;1.42630828;1
4:00:00;10143;Pipe;8638;8640;0.07188038;1.41857750;1
4:00:00;10145;Pipe;8640;8642;0.02437458;0.48103843;1
4:00:00;10147;Pipe;8628;8644;0.04944500;1.52470255;1
4:00:00;10149;Pipe;8644;8646;0.04849568;1.49542897;1
4:00:00;10151;Pipe;8646;8648;0.04639907;1.43077704;1
4:00:00;10153;Pipe;8648;8650;0.03112025;0.95963436;1
4:00:00;10155;Pipe;8650;8652;0.03089865;0.95280108;1
4:00:00;10157;Pipe;8652;8654;0.03042246;0.93811715;1
4:00:00;10159;Pipe;8654;8656;0.02975809;0.91763021;1
4:00:00;10161;Pipe;8656;8658;0.02498493;0.77044346;1
4:00:00;10163;Pipe;8658;8660;0.02094659;0.64591599;1
4:00:00;10165;Pipe;8660;8662;0.00529730;0.16334915;1
4:00:00;10167;Pipe;8662;8664;0.00450012;0.13876713;1
4:00:00;10169;Pipe;8660;8666;0.01391193;0.42899284;1
4:00:00;10171;Pipe;8666;8668;0.01154806;0.35609987;1
4:00:00;10173;Pipe;8668;8670;0.00933434;0.28783696;1
4:00:00;10175;Pipe;8670;8672;0.00746116;0.23007486;1
4:00:00;10177;Pipe;8672;8674;-0.01840827;0.56764363;1
4:00:00;10179;Pipe;8674;8676;-0.02028150;0.62540713;1
4:00:00;10181;Pipe;8676;8678;-0.02253310;0.69483802;1
4:00:00;10183;Pipe;8678;8680;-0.03398572;1.04799481;1
4:00:00;10185;Pipe;8680;8682;-0.03496109;1.07807164;1
4:00:00;10187;Pipe;8682;8684;-0.04316829;1.33115179;1
4:00:00;10189;Pipe;8684;8686;-0.04336346;1.33717006;1
4:00:00;10191;Pipe;8686;8640;-0.04445136;1.37071693;1
4:00:00;10193;Pipe;8642;8688;0.00357082;0.11011098;1
4:00:00;10195;Pipe;8642;8690;0.01667401;0.51416532;1
4:00:00;10197;Pipe;8690;8692;0.01620037;0.49955999;1
4:00:00;10199;Pipe;8692;8694;0.01280051;0.39472063;1
4:00:00;10201;Pipe;8694;8696;0.00903152;0.27849893;1
4:00:00;10203;Pipe;8696;8698;-0.00836461;0.25793390;1
4:00:00;10205;Pipe;8698;8700;-0.01189453;0.36678377;1
4:00:00;10207;Pipe;8700;8648;-0.01443658;0.44517112;1
4:00:00;10209;Pipe;8696;8702;0.01384126;0.42681366;1
4:00:00;10211;Pipe;8702;8704;0.01052899;0.32467539;1
4:00:00;10213;Pipe;8704;8706;0.00632874;0.19515518;1
4:00:00;10215;Pipe;8706;8708;0.00415796;0.12821638;1
4:00:00;10219;Pipe;8710;8712;0.00309037;0.09529570;1
4:00:00;10221;Pipe;8712;8714;0.00207932;0.06411856;1
4:00:00;10223;Pipe;8678;8716;0.01039312;0.32048582;1
