tot_nodes_demand,leak_percentage,number_of_nodes,number_of_junctions,number_of_reservoirs,number_of_tanks,number_of_nodes_with_leaks,number_of_nodes_with_sensors,time_spent_on_sim
0.13840979,43.4700,1038,1037,1,0,518,259,24.0
