leak_group_model;leak_node_model;leak_node_test;loss;accuracy
2;1;1;0.03482041135430336;0.9999256134033203
2;1;2;0.11887213587760925;0.9138206839561462
2;1;3;0.11904683709144592;0.9143601059913635
2;1;4;0.03915314003825188;0.9999070167541504
2;1;5;0.12158484756946564;0.9037388563156128
2;1;6;0.031082671135663986;1.0
2;1;7;0.1187366470694542;0.917001485824585
2;1;8;0.14240717887878418;0.8838541507720947
2;1;9;0.1699414998292923;0.8768787384033203
2;2;1;0.15384981036186218;0.8752790093421936
2;2;2;0.05265853926539421;0.9998884201049805
2;2;3;0.050699129700660706;0.9999628067016602
2;2;4;0.16893702745437622;0.8751674294471741
2;2;5;0.05715581774711609;0.9980096817016602
2;2;6;0.18079741299152374;0.8750185966491699
2;2;7;0.05070806294679642;0.9999628067016602
2;2;8;0.06136884540319443;0.9914620518684387
2;2;9;0.07974939048290253;0.9613467454910278
2;3;1;0.13310226798057556;0.8784040212631226
2;3;2;0.05373865365982056;0.9993303418159485
2;3;3;0.050586577504873276;0.9997209906578064
2;3;4;0.17092715203762054;0.8750929832458496
2;3;5;0.0462879054248333;0.9996466040611267
2;3;6;0.15183086693286896;0.8753906488418579
2;3;7;0.051108989864587784;0.9991257190704346
2;3;8;0.053535208106040955;0.996893584728241
2;3;9;0.0751294493675232;0.9689174294471741
2;4;1;0.0819578543305397;0.9690847992897034
2;4;2;0.175498828291893;0.8825706839561462
2;4;3;0.17386053502559662;0.8849330544471741
2;4;4;0.03854699805378914;0.999627947807312
2;4;5;0.1714816838502884;0.8806361556053162
2;4;6;0.07186075299978256;0.9806733727455139
2;4;7;0.1744401454925537;0.8834263682365417
2;4;8;0.20196488499641418;0.8758928775787354
2;4;9;0.22158175706863403;0.8752976059913635
2;5;1;0.12135108560323715;0.900018572807312
2;5;2;0.04751734808087349;0.9990513324737549
2;5;3;0.04536083713173866;0.9995535612106323
2;5;4;0.1753452867269516;0.8754092454910278
2;5;5;0.02883869968354702;1.0
2;5;6;0.14411534368991852;0.8824218511581421
2;5;7;0.045723382383584976;0.9991443157196045
2;5;8;0.04423189535737038;0.9978050589561462
2;5;9;0.07566507905721664;0.965029776096344
2;6;1;0.019133994355797768;1.0
2;6;2;0.11117206513881683;0.9266555309295654
2;6;3;0.11028890311717987;0.9291852712631226
2;6;4;0.01722220703959465;1.0
2;6;5;0.11319222301244736;0.9156808257102966
2;6;6;0.014685609377920628;1.0
2;6;7;0.11051346361637115;0.9302083253860474
2;6;8;0.1750507354736328;0.8768415451049805
2;6;9;0.21818602085113525;0.875
2;7;1;0.11458231508731842;0.8919642567634583
2;7;2;0.024410173296928406;1.0
2;7;3;0.022191369906067848;1.0
2;7;4;0.18223290145397186;0.875
2;7;5;0.029386937618255615;1.0
2;7;6;0.14835570752620697;0.8755766153335571
2;7;7;0.021856077015399933;1.0
2;7;8;0.06711270660161972;0.9817894101142883
2;7;9;0.10090626031160355;0.9120349884033203
2;8;1;0.13704784214496613;0.9159412384033203
2;8;2;0.060136616230010986;0.9847842454910278
2;8;3;0.05760832130908966;0.9870721697807312
2;8;4;0.22680576145648956;0.883184552192688
2;8;5;0.02580929547548294;0.9997395873069763
2;8;6;0.1611683964729309;0.9047619104385376
2;8;7;0.059752240777015686;0.985360860824585
2;8;8;0.015905946493148804;1.0
2;8;9;0.04094930738210678;0.9933035969734192
2;9;1;0.10724292695522308;0.9491443634033203
2;9;2;0.07150522619485855;0.999014139175415
2;9;3;0.0748753696680069;0.9986979365348816
2;9;4;0.14101645350456238;0.912481427192688
2;9;5;0.02821643278002739;1.0
2;9;6;0.12645560503005981;0.932626485824585
2;9;7;0.0771336480975151;0.9981398582458496
2;9;8;0.008460074663162231;1.0
2;9;9;0.018624724820256233;1.0
