leak_group_model;leak_node_model;leak_node_test;loss;accuracy
6;1;1;0.028667554259300232;0.9996652007102966
6;1;2;0.254734069108963;0.8985490798950195
6;1;3;0.4513002932071686;0.878311038017273
6;1;4;0.4980628192424774;0.8752232193946838
6;1;5;0.4434698522090912;0.8824591040611267
6;1;6;0.23264479637145996;0.905877947807312
6;1;7;0.4747924506664276;0.8786086440086365
6;1;8;0.1800932139158249;0.9097656011581421
6;1;9;0.23654820024967194;0.9058593511581421
6;2;1;0.2731036841869354;0.9008928537368774
6;2;2;0.0249693151563406;0.9997767806053162
6;2;3;0.6068710088729858;0.8760416507720947
6;2;4;0.19656281173229218;0.9115327596664429
6;2;5;0.6180176734924316;0.8762834668159485
6;2;6;0.5087264180183411;0.8799479007720947
6;2;7;0.5552455186843872;0.877752959728241
6;2;8;0.41815975308418274;0.8829427361488342
6;2;9;0.5170103311538696;0.8800223469734192
6;3;1;0.2746649384498596;0.9109746813774109
6;3;2;0.5182983875274658;0.879706084728241
6;3;3;0.018064120784401894;0.9999256134033203
6;3;4;0.7543156147003174;0.875
6;3;5;0.3689710795879364;0.9080915451049805
6;3;6;0.17347760498523712;0.9340959787368774
6;3;7;0.33595678210258484;0.8930431604385376
6;3;8;0.22285471856594086;0.9181733727455139
6;3;9;0.16704875230789185;0.9354910850524902
6;4;1;0.7426754236221313;0.8786086440086365
6;4;2;0.4090840220451355;0.8967819809913635
6;4;3;0.9648681879043579;0.8751488327980042
6;4;4;0.010218820534646511;0.9996093511581421
6;4;5;1.3003288507461548;0.875
6;4;6;0.9959672689437866;0.8754278421401978
6;4;7;0.812660276889801;0.8760230541229248
6;4;8;0.8603994250297546;0.875781238079071
6;4;9;1.0297070741653442;0.8752976059913635
6;5;1;0.27037036418914795;0.8839099407196045
6;5;2;0.34439074993133545;0.8754092454910278
6;5;3;0.28423207998275757;0.878125011920929
6;5;4;0.40342313051223755;0.8747023940086365
6;5;5;0.04627175256609917;0.9992559552192688
6;5;6;0.07731591910123825;0.9974330067634583
6;5;7;0.3478279113769531;0.875595211982727
6;5;8;0.22325661778450012;0.8931919932365417
6;5;9;0.07841457426548004;0.9971539974212646
6;6;1;0.4108416736125946;0.8752418160438538
6;6;2;0.6060953140258789;0.8749442100524902
6;6;3;0.5231764912605286;0.8747395873069763
6;6;4;0.692875325679779;0.8749814033508301
6;6;5;0.19466103613376617;0.8969494104385376
6;6;6;0.02686159685254097;0.9999814033508301
6;6;7;0.5498467087745667;0.8749256134033203
6;6;8;0.346771776676178;0.8753906488418579
6;6;9;0.026933036744594574;0.9998325705528259
6;7;1;0.19023333489894867;0.9236978888511658
6;7;2;0.2881164848804474;0.9001674056053162
6;7;3;0.10864381492137909;0.950576663017273
6;7;4;0.47578126192092896;0.8765066862106323
6;7;5;0.36177706718444824;0.8955357074737549
6;7;6;0.21960961818695068;0.9223028421401978
6;7;7;0.008906222879886627;0.9999256134033203
6;7;8;0.1379816085100174;0.9437127709388733
6;7;9;0.22012419998645782;0.9218378067016602
6;8;1;0.047814205288887024;0.9962239861488342
6;8;2;0.21868056058883667;0.9018043279647827
6;8;3;0.32745516300201416;0.8819382190704346
6;8;4;0.47983506321907043;0.8751115798950195
6;8;5;0.25422123074531555;0.9044457077980042
6;8;6;0.035219792276620865;0.9883556365966797
6;8;7;0.33867165446281433;0.8836681842803955
6;8;8;0.021079257130622864;0.9998511672019958
6;8;9;0.03887709975242615;0.9856956601142883
6;9;1;0.4057089686393738;0.8753347992897034
6;9;2;0.579971194267273;0.8749256134033203
6;9;3;0.4899729788303375;0.8744791746139526
6;9;4;0.6903667449951172;0.8749814033508301
6;9;5;0.18600952625274658;0.898809552192688
6;9;6;0.02641073614358902;0.9999628067016602
6;9;7;0.5384210348129272;0.874813973903656
6;9;8;0.34136879444122314;0.875372052192688
6;9;9;0.026183199137449265;0.9999814033508301
